,Log_Key,Level,Feature,Structure,Information,Wording
37,org.apache.flink.yarn.cli.FlinkYarnSessionCli.logApplicationReport744,warn,"['<level>', 'warn', '</level>', '<message>', 'If', 'log', 'aggregation', 'is', 'activated', 'in', 'the', 'Hadoop', 'cluster,', 'we', 'recommend', 'to', 'retrieve', '|', 'the', 'full', 'application', 'log', 'using', 'this', 'command:', '|', '\\tyarn', 'logs', '-applicationId', '|', '(It', 'sometimes', 'takes', 'a', 'few', 'seconds', 'until', 'the', 'logs', 'are', 'aggregated)', '</message>']",1,1,1
110,org.apache.flink.yarn.YarnResourceManager.YarnResourceManager173,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'heartbeat', 'interval', 'of', 'the', 'Flink', 'Application', 'master', '({})', 'is', 'greater', 'than', ""YARN's"", 'expiry', 'interval', '({}).', 'The', 'application', 'is', 'likely', 'to', 'be', 'killed', 'by', 'YARN.', '</message>']",1,1,1
201,org.apache.hadoop.hbase.client.AsyncConnectionConfiguration.AsyncConnectionConfiguration134,warn,"['<level>', 'warn', '</level>', '<message>', 'The', '{}', 'setting:', '{}', 'ms', 'is', 'less', 'than', 'the', '{}', 'setting:', '{}', 'ms,', 'use', 'the', 'greater', 'one', 'insteadhbase.client.pause.cqtbehbase.client.pause', '</message>']",1,1,1
1704,org.apache.hadoop.hbase.client.ConnectionImplementation.isTableAvailable683,warn,"['<level>', 'warn', '</level>', '<message>', 'Table', '{}', 'does', 'not', 'exist', '</message>']",1,1,1
125,org.apache.hadoop.hbase.client.RawAsyncHBaseAdmin.RawAsyncHBaseAdmin344,warn,"['<level>', 'warn', '</level>', '<message>', 'Configured', 'value', 'of', 'pauseForCQTBENs', 'is', '{}', 'ms,', 'which', 'is', 'less', 'than', 'the', 'normal', 'pause', 'value', '{}', 'ms,', 'use', 'the', 'greater', 'one', 'instead', '</message>']",1,1,1
619,org.apache.hadoop.hbase.constraint.Constraints.getConstraints581,warn,"['<level>', 'warn', '</level>', '<message>', 'Corrupted', 'configuration', 'found', 'for', 'key:', '|', ',', 'skipping', 'it.', '</message>']",1,1,1
785,org.apache.hadoop.hbase.coordination.ZkSplitLogWorkerCoordination.attemptToOwnTask371,warn,"['<level>', 'warn', '</level>', '<message>', 'Interrupted', 'while', 'trying', 'to', 'assert', 'ownership', 'of', '|', '</message>']",1,1,1
908,org.apache.hadoop.hbase.coprocessor.CoprocessorHost.loadSystemCoprocessors151,warn,"['<level>', 'warn', '</level>', '<message>', 'Attempted', 'duplicate', 'loading', 'of', '|', ';', 'skipped', '</message>']",1,1,1
482,org.apache.hadoop.hbase.favored.FavoredNodeAssignmentHelper.placeSecondaryAndTertiaryWithRestrictions379,warn,"['<level>', 'warn', '</level>', '<message>', 'Cannot', 'place', 'the', 'favored', 'nodes', 'for', 'region', '|', 'because', '</message>']",1,1,1
909,org.apache.hadoop.hbase.fs.HFileSystem.addLocationsOrderInterceptor312,warn,"['<level>', 'warn', '</level>', '<message>', ""Can't"", 'get', 'the', 'file', 'system', 'from', 'the', 'conf.', '</message>']",1,1,1
36,org.apache.hadoop.hbase.io.util.MemorySizeUtil.safeGetHeapMemoryUsage74,warn,"['<level>', 'warn', '</level>', '<message>', 'Got', 'an', 'exception', 'while', 'attempting', 'to', 'read', 'information', 'about', 'the', 'JVM', 'heap.', 'Please', 'submit', 'this', 'log', 'information', 'in', 'a', 'bug', 'report', 'and', 'include', 'your', 'JVM', 'settings,', 'specifically', 'the', 'GC', 'in', 'use', 'and', 'any', '-XX', 'options.', 'Consider', 'restarting', 'the', 'service.', '</message>']",1,1,1
787,org.apache.hadoop.hbase.ipc.CallRunner.run134,warn,"['<level>', 'warn', '</level>', '<message>', 'Can', 'not', 'complete', 'this', 'request', 'in', 'time,', 'drop', 'it:', '</message>']",1,1,1
2457,org.apache.hadoop.hbase.ipc.RpcServer.initReconfigurable351,warn,"['<level>', 'warn', '</level>', '<message>', '****************************', '</message>']",0,0,0
621,org.apache.hadoop.hbase.ipc.ServerRpcConnection.processConnectionHeader519,warn,"['<level>', 'warn', '</level>', '<message>', 'Allowed', 'fallback', 'to', 'SIMPLE', 'auth', 'for', '{}', 'connecting', 'from', '{}', '</message>']",1,1,1
2458,org.apache.hadoop.hbase.ipc.ServerRpcConnection.saslReadAndProcess388,warn,"['<level>', 'warn', '</level>', '<message>', ':', '</message>']",0,0,0
240,org.apache.hadoop.hbase.mapreduce.TableMapReduceUtil.addDependencyJarsForClasses926,warn,"['<level>', 'warn', '</level>', '<message>', 'Could', 'not', 'find', 'jar', 'for', 'class', '|', 'in', 'order', 'to', 'ship', 'it', 'to', 'the', 'cluster.', '</message>']",1,1,1
58,org.apache.hadoop.hbase.mapreduce.TableRecordReaderImpl.nextKeyValue233,warn,"['<level>', 'warn', '</level>', '<message>', 'We', 'are', 'restarting', 'the', 'first', 'next()', 'invocation,', 'if', 'your', 'mapper', 'has', 'restarted', 'a', 'few', 'other', 'times', 'like', 'this', 'then', 'you', 'should', 'consider', 'killing', 'this', 'job', 'and', 'investigate', 'why', ""it's"", 'taking', 'so', 'long.', '</message>']",1,1,1
456,org.apache.hadoop.hbase.master.assignment.AssignmentManager.checkOnlineRegionsReport1123,warn,"['<level>', 'warn', '</level>', '<message>', '{}', 'reported', 'an', 'unexpected', 'OPEN', 'on', '{};', 'time', 'since', 'last', 'update={}ms', '</message>']",0,1,1
546,org.apache.hadoop.hbase.master.assignment.AssignmentManager.reportRegionStateTransition927,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'region', 'server', '{}', 'is', 'already', 'dead,', 'skip', 'reportRegionStateTransition', 'call', '</message>']",1,1,1
736,org.apache.hadoop.hbase.master.assignment.AssignmentManager.updateRegionTransition968,warn,"['<level>', 'warn', '</level>', '<message>', 'No', 'matching', 'procedure', 'found', 'for', '{}', 'transition', 'to', '{}', '</message>']",1,1,1
41,org.apache.hadoop.hbase.master.assignment.RegionRemoteProcedureBase.execute287,warn,"['<level>', 'warn', '</level>', '<message>', 'Can', 'not', 'add', 'remote', 'operation', '{}', 'for', 'region', '{}', 'to', 'server', '{},', 'this', 'usually', 'because', 'the', 'server', 'is', 'alread', 'dead,', 'give', 'up', 'and', 'mark', 'the', 'procedure', 'as', 'complete,', 'the', 'parent', 'procedure', 'will', 'take', 'care', 'of', 'this.', '</message>']",1,1,1
788,org.apache.hadoop.hbase.master.balancer.BaseLoadBalancer.postMasterStartupInitialize1163,warn,"['<level>', 'warn', '</level>', '<message>', 'Refreshing', 'region', 'HDFS', 'Block', 'dist', 'failed', 'with', 'exception,', 'ignoring', '</message>']",1,1,1
2506,org.apache.hadoop.hbase.master.balancer.SimpleLoadBalancer.balanceCluster443,warn,"['<level>', 'warn', '</level>', '<message>', 'Input', '</message>']",1,0,1
23,org.apache.hadoop.hbase.master.balancer.SimpleLoadBalancer.balanceOverall502,warn,"['<level>', 'warn', '</level>', '<message>', 'Encounter', 'incorrect', 'region', 'numbers', 'after', 'calculating', 'move', 'plan', 'during', 'balanceOverall,', '|', 'for', 'this', 'table,', '|', 'originally', 'has', '|', 'regions', 'and', '|', 'regions', 'have', 'been', 'added.', 'Yet,', 'max', '=', '|', ',', 'min', '=', '|', '.', 'Thus', 'stop', 'balance', 'for', 'this', 'table', '</message>']",1,1,1
124,org.apache.hadoop.hbase.master.CatalogJanitor.metaTableConsistencyCheck599,warn,"['<level>', 'warn', '</level>', '<message>', 'INCONSISTENCY:', 'Row', 'name', 'is', 'not', 'equal', 'to', 'serialized', 'info:regioninfo', 'content;', 'row={}', '{};', 'See', 'if', 'RegionInfo', 'is', 'referenced', 'in', 'another', 'hbase:meta', 'row?', 'Delete?', '</message>']",0,1,0
873,org.apache.hadoop.hbase.master.cleaner.CleanerChore.calculatePoolSize119,warn,"['<level>', 'warn', '</level>', '<message>', 'Use', 'full', 'core', 'processors', 'to', 'scan', 'dir,', 'size={}', '</message>']",1,1,1
2369,org.apache.hadoop.hbase.master.cleaner.CleanerChore.cleanup347,warn,"['<level>', 'warn', '</level>', '<message>', 'Stopping', '</message>']",1,0,1
484,org.apache.hadoop.hbase.master.cleaner.LogCleaner.getResult220,warn,"['<level>', 'warn', '</level>', '<message>', 'Spend', 'too', 'much', 'time', '[{}ms]', 'to', 'delete', 'old', 'WAL', 'file:', '{}', '</message>']",0,1,1
314,org.apache.hadoop.hbase.master.procedure.RSProcedureDispatcher.scheduleForRetry241,warn,"['<level>', 'warn', '</level>', '<message>', 'waiting', 'a', 'little', 'before', 'trying', 'on', 'the', 'same', 'server={},', 'try={},', 'can', 'wait', 'up', 'to', '{}ms', '</message>']",0,1,0
618,org.apache.hadoop.hbase.master.procedure.RSProcedureDispatcher.scheduleForRetry282,warn,"['<level>', 'warn', '</level>', '<message>', 'request', 'to', 'server', '{}', 'failed', 'due', 'to', '{},', 'try={},', 'retrying...', '</message>']",1,1,0
903,org.apache.hadoop.hbase.master.procedure.ServerCrashProcedure.cleanupSplitDir250,warn,"['<level>', 'warn', '</level>', '<message>', 'remove', 'WAL', 'directory', 'of', 'server', '{}', 'failed,', 'ignore...', '</message>']",1,1,0
203,org.apache.hadoop.hbase.master.procedure.ServerRemoteProcedure.execute84,warn,"['<level>', 'warn', '</level>', '<message>', 'Can', 'not', 'send', 'remote', 'operation', '{}', 'to', '{},', 'this', 'operation', 'will', 'be', 'retried', 'to', 'send', 'to', 'another', 'server', '</message>']",1,1,1
386,org.apache.hadoop.hbase.master.RegionServerTracker.getServerInfo97,warn,"['<level>', 'warn', '</level>', '<message>', 'Invalid', 'data', 'for', 'region', 'server', 'node', '{}', 'on', 'zookeeper,', 'data', 'length', '=', '{}', '</message>']",1,1,1
912,org.apache.hadoop.hbase.master.replication.RefreshPeerProcedure.complete114,warn,"['<level>', 'warn', '</level>', '<message>', 'Refresh', 'peer', '{}', 'for', '{}', 'on', '{}', 'failed', '</message>']",1,1,1
204,org.apache.hadoop.hbase.master.SplitLogManager.splitLogDistributed283,warn,"['<level>', 'warn', '</level>', '<message>', 'Returning', 'success', 'without', 'actually', 'splitting', 'and', '|', 'deleting', 'all', 'the', 'log', 'files', 'in', 'path', '|', ':', '</message>']",1,1,1
159,org.apache.hadoop.hbase.master.SplitLogManager.waitForSplittingCompletion336,warn,"['<level>', 'warn', '</level>', '<message>', 'No', 'more', 'task', 'remaining,', 'splitting', '|', 'should', 'have', 'completed.', 'Remaining', 'tasks', 'is', '|', ',', 'active', 'tasks', 'in', 'map', '</message>']",1,1,1
877,org.apache.hadoop.hbase.MiniHBaseCluster.killDataNode336,warn,"['<level>', 'warn', '</level>', '<message>', 'Aborting', 'datanodes', 'on', 'mini', 'cluster', 'is', 'not', 'supported', '</message>']",1,1,0
878,org.apache.hadoop.hbase.MiniHBaseCluster.killNameNode361,warn,"['<level>', 'warn', '</level>', '<message>', 'Aborting', 'namenodes', 'on', 'mini', 'cluster', 'is', 'not', 'supported', '</message>']",1,1,0
917,org.apache.hadoop.hbase.MiniHBaseCluster.startDataNode331,warn,"['<level>', 'warn', '</level>', '<message>', 'Starting', 'datanodes', 'on', 'mini', 'cluster', 'is', 'not', 'supported', '</message>']",1,1,1
918,org.apache.hadoop.hbase.MiniHBaseCluster.startNameNode356,warn,"['<level>', 'warn', '</level>', '<message>', 'Starting', 'namenodes', 'on', 'mini', 'cluster', 'is', 'not', 'supported', '</message>']",1,1,1
919,org.apache.hadoop.hbase.MiniHBaseCluster.stopDataNode341,warn,"['<level>', 'warn', '</level>', '<message>', 'Stopping', 'datanodes', 'on', 'mini', 'cluster', 'is', 'not', 'supported', '</message>']",1,1,1
920,org.apache.hadoop.hbase.MiniHBaseCluster.stopNameNode366,warn,"['<level>', 'warn', '</level>', '<message>', 'Stopping', 'namenodes', 'on', 'mini', 'cluster', 'is', 'not', 'supported', '</message>']",1,1,1
880,org.apache.hadoop.hbase.mob.compactions.PartitionedMobCompactor.closeStoreFileReaders584,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'close', 'the', 'reader', 'on', 'store', 'file', '</message>']",1,1,1
1101,org.apache.hadoop.hbase.procedure.ProcedureMember.submitSubprocedure125,warn,"['<level>', 'warn', '</level>', '<message>', 'Submitted', 'null', 'subprocedure,', 'nothing', 'to', 'run', 'here.', '</message>']",1,1,1
2237,org.apache.hadoop.hbase.procedure.SimpleRSProcedureManager.abort189,warn,"['<level>', 'warn', '</level>', '<message>', 'Aborting', 'because:', '</message>']",1,0,1
14,org.apache.hadoop.hbase.procedure2.ProcedureExecutor.execCompletionCleanup1867,warn,"['<level>', 'warn', '</level>', '<message>', 'Usually', 'this', 'should', 'not', 'happen,', 'we', 'will', 'release', 'the', 'lock', 'before', 'if', 'the', 'procedure', 'is', 'finished,', 'even', 'if', 'the', 'holdLock', 'is', 'true,', 'arrive', 'here', 'means', 'we', 'have', 'some', 'holes', 'where', 'we', 'do', 'not', 'release', 'the', 'lock.', 'And', 'the', 'releaseLock', 'below', 'may', 'fail', 'since', 'the', 'procedure', 'may', 'have', 'already', 'been', 'deleted', 'from', 'the', 'procedure', 'store.', '</message>']",1,0,1
1105,org.apache.hadoop.hbase.procedure2.RemoteProcedureDispatcher.awaitTermination341,warn,"['<level>', 'warn', '</level>', '<message>', 'Waiting', 'termination', 'of', 'thread', '|', ',', '</message>']",1,1,1
1909,org.apache.hadoop.hbase.procedure2.RemoteProcedureDispatcher.awaitTermination346,warn,"['<level>', 'warn', '</level>', '<message>', 'join', 'wait', 'got', 'interrupted', '</message>']",1,1,0
1911,org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.initOldLog1372,warn,"['<level>', 'warn', '</level>', '<message>', 'Remove', 'uninitialized', 'log:', '{}', '</message>']",1,1,1
921,org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.recoverLease419,warn,"['<level>', 'warn', '</level>', '<message>', 'Someone', 'else', 'is', 'active', 'and', 'deleted', 'logs.', 'retrying.', '</message>']",1,1,1
1912,org.apache.hadoop.hbase.procedure2.store.wal.WALProcedureStore.WALProcedureStore271,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'create', 'of', '{}', '</message>']",1,1,1
313,org.apache.hadoop.hbase.quotas.RegionServerRpcQuotaManager.switchRpcThrottle102,warn,"['<level>', 'warn', '</level>', '<message>', 'Skip', 'switch', 'rpc', 'throttle', 'because', 'previous', 'value', '{}', 'is', 'the', 'same', 'as', 'current', 'value', '{}', '</message>']",1,1,0
791,org.apache.hadoop.hbase.quotas.SnapshotQuotaObserverChore.chore118,warn,"['<level>', 'warn', '</level>', '<message>', 'Failed', 'to', 'compute', 'the', 'size', 'of', 'snapshots,', 'will', 'retry', '</message>']",1,1,1
629,org.apache.hadoop.hbase.regionserver.ChunkCreator.onHeapMemoryTune443,warn,"['<level>', 'warn', '</level>', '<message>', '{}', 'not', 'tuning', 'the', 'chunk', 'pool', 'as', 'it', 'is', 'offheap', '</message>']",1,1,1
141,org.apache.hadoop.hbase.regionserver.CompactSplit.shouldSplitRegion465,warn,"['<level>', 'warn', '</level>', '<message>', 'Total', 'number', 'of', 'regions', 'is', 'approaching', 'the', 'upper', 'limit', '|', '.', '|', 'Please', 'consider', 'taking', 'a', 'look', 'at', 'http://hbase.apache.org/book.html#ops.regionmgt', '</message>']",1,1,1
632,org.apache.hadoop.hbase.regionserver.DelimitedKeyPrefixRegionSplitPolicy.getSplitPoint72,warn,"['<level>', 'warn', '</level>', '<message>', 'Delimiter', '|', 'not', 'found', 'for', 'split', 'key', '</message>']",1,1,1
142,org.apache.hadoop.hbase.regionserver.FlushLargeStoresPolicy.setFlushSizeLowerBounds73,warn,"['<level>', 'warn', '</level>', '<message>', 'Number', 'format', 'exception', 'parsing', '{}', 'for', 'table', '{}:', '{},', '{};', 'using', 'region.getMemStoreFlushHeapSize/#', 'of', 'families', '({})', 'and', 'region.getMemStoreFlushOffHeapSize/#', 'of', 'families', '({})', 'instead.hbase.hregion.percolumnfamilyflush.size.lower.bound', '</message>']",1,1,1
242,org.apache.hadoop.hbase.regionserver.handler.UnassignRegionHandler.process88,warn,"['<level>', 'warn', '</level>', '<message>', 'Received', 'CLOSE', 'for', 'the', 'region:', '{},', 'which', 'we', 'are', 'already', 'trying', 'to', 'OPEN.', 'try', 'again', 'after', '{}ms', '</message>']",0,1,1
1333,org.apache.hadoop.hbase.regionserver.HRegionFileSystem.createRegionOnFileSystem991,warn,"['<level>', 'warn', '</level>', '<message>', 'Unable', 'to', 'create', 'the', 'region', 'directory:', '</message>']",1,1,1
633,org.apache.hadoop.hbase.regionserver.HRegionServer.addToMovedRegions3472,warn,"['<level>', 'warn', '</level>', '<message>', 'Not', 'adding', 'moved', 'region', 'record:', '|', 'to', 'self.', '</message>']",1,1,1
143,org.apache.hadoop.hbase.regionserver.HRegionServer.closeRegion3202,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'opening', 'for', 'region', '|', 'was', 'done', 'before', 'we', 'could', 'cancel', 'it.', '|', 'Doing', 'a', 'standard', 'close', 'now', '</message>']",1,1,1
97,org.apache.hadoop.hbase.regionserver.HRegionServer.run3864,warn,"['<level>', 'warn', '</level>', '<message>', 'Aborting', 'region', 'server', 'timed', 'out,', 'terminating', 'forcibly', 'and', 'does', 'not', 'wait', 'for', 'any', 'running', 'shutdown', 'hooks', 'or', 'finalizers', 'to', 'finish', 'their', 'work.', 'Thread', 'dump', 'to', 'stdout.', '</message>']",1,1,1
1334,org.apache.hadoop.hbase.regionserver.HRegionServer.stop2205,warn,"['<level>', 'warn', '</level>', '<message>', 'The', 'region', 'server', 'did', 'not', 'stop', '</message>']",1,1,1
634,org.apache.hadoop.hbase.regionserver.HStore.getCompactPriority2181,warn,"['<level>', 'warn', '</level>', '<message>', 'Compaction', 'priority', 'is', 'USER', 'despite', 'there', 'being', 'no', 'user', 'compaction', '</message>']",1,1,1
70,org.apache.hadoop.hbase.regionserver.RSRpcServices.logBatchWarning1192,warn,"['<level>', 'warn', '</level>', '<message>', 'Large', 'batch', 'operation', 'detected', '(greater', 'than', '|', ')', '(HBASE-18023).', '|', 'Requested', 'Number', 'of', 'Rows:', '|', 'Client:', '|', '/', '|', 'first', 'region', 'in', 'multi=', '</message>']",1,1,1
1335,org.apache.hadoop.hbase.regionserver.SecureBulkLoadManager.failedBulkLoad436,warn,"['<level>', 'warn', '</level>', '<message>', ""Can't"", 'find', 'previous', 'permission', 'for', 'path=', '</message>']",1,1,1
1696,org.apache.hadoop.hbase.regionserver.SplitWALCallable.call89,warn,"['<level>', 'warn', '</level>', '<message>', 'failed', 'to', 'split', 'WAL', '{}.', '</message>']",1,1,0
93,org.apache.hadoop.hbase.regionserver.StripeStoreFileManager.loadUnclassifiedStoreFiles439,warn,"['<level>', 'warn', '</level>', '<message>', 'Store', 'file', ""doesn't"", 'fit', 'into', 'the', 'tentative', 'stripes', '-', 'expected', 'to', 'start', 'at', '[', '|', '],', 'but', 'starts', 'at', '[', '|', '],', 'to', 'L0', 'it', 'goes', '</message>']",1,1,1
