System,ID,Callsite,Line,Level,Log,Structural,Information,Wording
Zookeeper,694,org.apache.zookeeper.server.persistence.FileTxnSnapLog.save,462,info,java.lang.String(name)Deleted empty snapshot file: {}-java.lang.String(name)snapshotFile.getAbsolutePath(),o,o,o
Zookeeper,701,org.apache.zookeeper.server.persistence.SnapStream.isValidGZipStream,246,error,java.lang.String(name)Unable to open file {}-java.lang.String(name)f.getName()-java.io.FileNotFoundException(name)e,o,o,o
Zookeeper,535,org.apache.zookeeper.server.PrepRequestProcessor.pRequest,752,info,java.lang.String(name)Got user-level KeeperException when processing {} aborting remaining multi ops. Error Path:{} Error:{}-java.lang.String(name)request.toString()-java.lang.String(name)e.getPath()-java.lang.String(name)e.getMessage(),o,o,o
Zookeeper,531,org.apache.zookeeper.server.PrepRequestProcessor.pRequest2Txn,481,warn,java.lang.String(name)msg,x,x,x
Zookeeper,532,org.apache.zookeeper.server.PrepRequestProcessor.pRequest2Txn,487,warn,java.lang.String(name)msg2,x,x,x
Zookeeper,524,org.apache.zookeeper.server.PrepRequestProcessor.validatePathForCreate,284,info,java.lang.String(name)Invalid path {} with session 0x{}-java.lang.String(name)path-java.lang.String(name)Long.toHexString(sessionId),o,o,o
Zookeeper,1223,org.apache.zookeeper.server.quorum.auth.MiniKdc.MiniKdc,225,info,java.lang.String(name) {}: {}-(name)entry.getKey()-(name)entry.getValue(),x,x,x
Zookeeper,1221,org.apache.zookeeper.server.quorum.auth.MiniKdc.MiniKdc,222,info,java.lang.String(name)Configuration:,o,x,o
Zookeeper,1222,org.apache.zookeeper.server.quorum.auth.MiniKdc.MiniKdc,223,info,java.lang.String(name)---------------------------------------------------------------,x,x,x
Zookeeper,1224,org.apache.zookeeper.server.quorum.auth.MiniKdc.MiniKdc,227,info,java.lang.String(name)---------------------------------------------------------------,x,x,x
Zookeeper,1152,org.apache.zookeeper.server.quorum.auth.QuorumAuth.getStatus,72,error,java.lang.String(name)Unknown status:{}!-int(name)status,o,o,o
Zookeeper,1147,org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthLearner.authenticate,122,warn,java.lang.String(name)Unknown status:{}!-org.apache.zookeeper.server.quorum.auth.Status(name)qpStatus,o,o,o
Zookeeper,1149,org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthLearner.checkAuthStatus,142,info,"java.lang.String(name)Successfully completed the authentication using SASL. server addr: {}, status: {}-java.net.SocketAddress(name)sock.getRemoteSocketAddress()-org.apache.zookeeper.server.quorum.auth.Status(name)qpStatus",o,o,x
Zookeeper,1150,org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthLearner.createSaslToken,181,debug,java.lang.String(name)saslClient.evaluateChallenge(len={})-int(name)saslToken.length,x,x,x
Zookeeper,1151,org.apache.zookeeper.server.quorum.auth.SaslQuorumAuthLearner.createSaslToken,197,error,java.lang.String(name)error,x,x,x
Zookeeper,1159,org.apache.zookeeper.server.quorum.auth.SaslQuorumServerCallbackHandler.handleAuthorizeCallback,146,debug,"java.lang.String(name)SASL authorization completed, authorized flag set to {}-boolean(name)ac.isAuthorized()",o,o,o
Zookeeper,1157,org.apache.zookeeper.server.quorum.auth.SaslQuorumServerCallbackHandler.handleAuthorizeCallback,135,error,"java.lang.String(name)SASL authorization completed, {} is not authorized to connect-java.lang.String(name)components[1]",o,o,o
Zookeeper,1153,org.apache.zookeeper.server.quorum.auth.SaslQuorumServerCallbackHandler.SaslQuorumServerCallbackHandler,60,error,java.lang.String(name)errorMessage,x,x,x
Zookeeper,888,org.apache.zookeeper.server.quorum.AuthFastLeaderElection.process,690,warn,java.lang.String(name)unknown type {}-int(name)m.type,o,o,x
Zookeeper,877,org.apache.zookeeper.server.quorum.AuthFastLeaderElection.run,363,error,java.lang.String(name)Empty ack semaphore,o,o,x
Zookeeper,878,org.apache.zookeeper.server.quorum.AuthFastLeaderElection.run,373,warn,java.lang.String(name)No such address in the ensemble configuration {}-java.net.SocketAddress(name)responsePacket.getSocketAddress(),o,o,o
Zookeeper,976,org.apache.zookeeper.server.quorum.CommitProcessor.start,437,info,"java.lang.String(name)Configuring CommitProcessor with {} worker threads.-java.lang.Object(name)numWorkerThreads > 0 ? numWorkerThreads : ""no""",o,o,o
Zookeeper,1017,org.apache.zookeeper.server.quorum.FastLeaderElection.lookForLeader,1078,warn,"java.lang.String(name)Notification state unrecoginized: {} (n.state), {}(n.sid)-org.apache.zookeeper.server.quorum.ServerState(name)n.state-long(name)n.sid",x,o,o
Zookeeper,991,org.apache.zookeeper.server.quorum.FastLeaderElection.run,315,error,java.lang.String(name)Something went wrong while processing config received from {}-long(name)response.sid,o,o,o
Zookeeper,1160,org.apache.zookeeper.server.quorum.flexible.QuorumHierarchical.QuorumHierarchical,139,info,"java.lang.String(name){}, {}, {}-int(name)serverWeight.size()-int(name)serverGroup.size()-int(name)groupWeight.size()",x,x,x
Zookeeper,846,org.apache.zookeeper.server.quorum.Follower.followLeader,95,error,"java.lang.String(name)""Proposed leader epoch "" + ZxidUtils.zxidToString(newEpochZxid) + "" is less than our accepted epoch ""+ ZxidUtils.zxidToString(self.getAcceptedEpoch())",o,o,o
Zookeeper,849,org.apache.zookeeper.server.quorum.Follower.followLeader,141,info,java.lang.String(name)Disconnected from leader (with address: {}). Was connected for {}ms. Sync state: {}-java.net.InetSocketAddress(name)leaderAddr-long(name)connectionDuration-boolean(name)completedSync,x,o,o
Zookeeper,1112,org.apache.zookeeper.server.quorum.FollowerRequestProcessor.shutdown,148,info,java.lang.String(name)Shutting down,o,x,o
Zookeeper,777,org.apache.zookeeper.server.quorum.Leader.processAck,928,debug,java.lang.String(name)outstanding is 0,o,x,x
Zookeeper,762,org.apache.zookeeper.server.quorum.Leader.run,468,warn,java.lang.String(name)Error closing socket-java.io.IOException(name)e,o,o,o
Zookeeper,1118,org.apache.zookeeper.server.quorum.Learner.connectToLeader,309,warn,"java.lang.String(name)Unexpected exception, tries={}, remaining init limit={}, connecting to {}-int(name)tries-int(name)remainingTimeout-java.net.InetSocketAddress(name)addr-java.io.IOException(name)e",o,o,o
Zookeeper,1114,org.apache.zookeeper.server.quorum.Learner.findLeader,227,warn,java.lang.String(name)Couldn't find the leader with id = {}-long(name)current.getId(),o,o,o
Zookeeper,1126,org.apache.zookeeper.server.quorum.Learner.syncWithLeader,463,error,"java.lang.String(name)Got unexpected packet from leader: {}, exiting ... -java.lang.String(name)LearnerHandler.packetToString(qp)",o,o,o
Zookeeper,750,org.apache.zookeeper.server.quorum.LearnerHandler.ping,1086,warn,java.lang.String(name)Closing connection to peer due to transaction timeout.,o,o,o
Zookeeper,718,org.apache.zookeeper.server.quorum.LearnerHandler.run,574,info,"java.lang.String(name)Sending snapshot last zxid of peer is 0x{}, zxid of leader is 0x{}, send zxid of db as 0x{}, {} concurrent snapshot sync, snapshot sync was {} from throttle-java.lang.String(name)Long.toHexString(peerLastZxid)-java.lang.String(name)Long.toHexString(leaderLastZxid)-java.lang.String(name)Long.toHexString(zxidToSend)-int(name)syncThrottler.getSyncInProgress()-java.lang.Object(name)exemptFromThrottle ? ""exempt"" : ""not exempt""",o,o,x
Zookeeper,724,org.apache.zookeeper.server.quorum.LearnerHandler.run,710,warn,"java.lang.String(name)unexpected quorum packet, type: {}-java.lang.String(name)packetToString(qp)",o,o,x
Zookeeper,711,org.apache.zookeeper.server.quorum.LearnerHandler.sendPackets,370,warn,java.lang.String(name)Error closing socket for handler {}-org.apache.zookeeper.server.quorum.LearnerHandler(name)this-java.io.IOException(name)ie,o,o,o
Zookeeper,742,org.apache.zookeeper.server.quorum.LearnerHandler.syncFollower,936,error,java.lang.String(name)Unhandled scenario for peer sid: {} fall back to use snapshot-long(name)getSid(),o,o,o
Zookeeper,736,org.apache.zookeeper.server.quorum.LearnerHandler.syncFollower,873,info,java.lang.String(name)Using committedLog for peer sid: {}-long(name)getSid(),o,o,o
Zookeeper,1030,org.apache.zookeeper.server.quorum.Observer.findLearnerMaster,150,warn,java.lang.String(name)requested next learner master {} is no longer valid-org.apache.zookeeper.server.quorum.QuorumServer(name)prescribedLearnerMaster,o,o,x
Zookeeper,1038,org.apache.zookeeper.server.quorum.Observer.waitForReconnectDelayHelper,247,info,java.lang.String(name)Waiting for {} ms before reconnecting with the leader-long(name)randomDelay,o,o,o
Zookeeper,802,org.apache.zookeeper.server.quorum.ObserverMaster.startForwarding,317,info,"java.lang.String(name)finished syncing observer from retained commit queue: sid {}, queue head 0x{}, queue tail 0x{}, sync position 0x{}, num packets used {}, num bytes used {}-long(name)learnerHandler.getSid()-java.lang.String(name)Long.toHexString(queueHeadZxid)-java.lang.String(name)Long.toHexString(packet.getZxid())-java.lang.String(name)Long.toHexString(lastSeenZxid)-long(name)packet.getZxid() - lastSeenZxid-long(name)queueBytesUsed",o,o,x
Zookeeper,863,org.apache.zookeeper.server.quorum.ObserverZooKeeperServer.ObserverZooKeeperServer,55,info,java.lang.String(name)syncEnabled ={}-boolean(name)syncRequestProcessorEnabled,x,x,x
Zookeeper,1135,org.apache.zookeeper.server.quorum.ProposalRequestProcessor.shutdown,87,info,java.lang.String(name)Shutting down,o,x,o
Zookeeper,1100,org.apache.zookeeper.server.quorum.QuorumCnxManager.addToSendQueue,1242,debug,java.lang.String(name)Trying to remove from an empty Queue. Ignoring exception.-java.util.NoSuchElementException(name)ne,o,o,o
Zookeeper,1101,org.apache.zookeeper.server.quorum.QuorumCnxManager.addToSendQueue,1249,error,java.lang.String(name)Unable to insert an element in the queue -java.lang.IllegalStateException(name)ie,o,o,o
Zookeeper,1056,org.apache.zookeeper.server.quorum.QuorumCnxManager.connectOne,618,debug,java.lang.String(name)There is a connection already for server {}-long(name)sid,o,o,o
Zookeeper,1058,org.apache.zookeeper.server.quorum.QuorumCnxManager.connectOne,635,info,java.lang.String(name)SSL handshake complete with {} - {} - {}-java.net.SocketAddress(name)sslSock.getRemoteSocketAddress()-java.lang.String(name)sslSock.getSession().getProtocol()-java.lang.String(name)sslSock.getSession().getCipherSuite(),o,o,o
Zookeeper,1060,org.apache.zookeeper.server.quorum.QuorumCnxManager.connectOne,657,warn,java.lang.String(name)Cannot open channel to {} at election address {}-long(name)sid-java.net.InetSocketAddress(name)electionAddr-java.nio.channels.UnresolvedAddressException(name)e,o,o,o
Zookeeper,1067,org.apache.zookeeper.server.quorum.QuorumCnxManager.halt,749,warn,java.lang.String(name)Got interrupted before joining the listener-java.lang.InterruptedException(name)ex,o,o,o
Zookeeper,1055,org.apache.zookeeper.server.quorum.QuorumCnxManager.handleConnection,554,debug,java.lang.String(name)Create new connection to server: {}-java.lang.Long(name)sid,o,o,o
Zookeeper,1065,org.apache.zookeeper.server.quorum.QuorumCnxManager.haveDelivered,728,debug,java.lang.String(name)Queue size: {}-int(name)queue.size(),o,o,o
Zookeeper,1045,org.apache.zookeeper.server.quorum.QuorumCnxManager.initiateConnection,329,error,"java.lang.String(name)Exception while connecting, id: {}, addr: {}, closing learner connection-java.lang.Long(name)sid-java.net.SocketAddress(name)sock.getRemoteSocketAddress()-java.io.IOException(name)e",o,o,x
Zookeeper,1046,org.apache.zookeeper.server.quorum.QuorumCnxManager.initiateConnectionAsync,346,debug,"java.lang.String(name)Connection request to server id: {} is already in progress, so skipping this request-java.lang.Long(name)sid",o,o,o
Zookeeper,1071,org.apache.zookeeper.server.quorum.QuorumCnxManager.Listener,846,info,java.lang.String(name)'{}' contains invalid value: {}(must be >= 0). Use default value of {} instead.-java.lang.String(name)zookeeper.electionPortBindRetry-java.lang.Integer(name)maxRetry-int(name)3,x,o,o
Zookeeper,1081,org.apache.zookeeper.server.quorum.QuorumCnxManager.run,940,error,java.lang.String(name)As I'm leaving the listener thread after {} errors. I won't be able to participate in leader election any longer: {}.Use {} property to increase retry count.-int(name)numRetries-java.lang.String(name)formatInetAddr(self.getElectionAddress())-java.lang.String(name)zookeeper.electionPortBindRetry,o,x,x
Zookeeper,1092,org.apache.zookeeper.server.quorum.QuorumCnxManager.run,1097,error,java.lang.String(name)Failed to send last message. Shutting down thread.-java.io.IOException(name)e,o,o,o
Zookeeper,1093,org.apache.zookeeper.server.quorum.QuorumCnxManager.run,1110,error,java.lang.String(name)No queue of incoming messages for server {}-java.lang.Long(name)sid,o,o,o
Zookeeper,1076,org.apache.zookeeper.server.quorum.QuorumCnxManager.run,914,warn,"java.lang.String(name)The socket is listening for the election accepted and it timed out unexpectedly, but will retry.see ZOOKEEPER-2836",o,o,x
Zookeeper,1098,org.apache.zookeeper.server.quorum.QuorumCnxManager.run,1204,warn,"java.lang.String(name)Connection broken for id {}, my id = {}-java.lang.Long(name)sid-long(name)QuorumCnxManager.this.mySid-java.lang.Exception(name)e",o,o,o
Zookeeper,1099,org.apache.zookeeper.server.quorum.QuorumCnxManager.run,1210,warn,java.lang.String(name)Interrupting SendWorker,o,o,o
Zookeeper,1090,org.apache.zookeeper.server.quorum.QuorumCnxManager.send,1063,error,java.lang.String(name)BufferUnderflowException -java.nio.BufferUnderflowException(name)be,x,x,x
Zookeeper,1049,org.apache.zookeeper.server.quorum.QuorumCnxManager.startConnection,423,info,"java.lang.String(name)Have smaller server identifier, so dropping the connection: ({}, {})-java.lang.Long(name)sid-long(name)self.getId()",o,o,o
Zookeeper,950,org.apache.zookeeper.server.quorum.QuorumPeer.getSyncEnabled,1891,info,java.lang.String(name){}={}-java.lang.String(name)zookeeper.observer.syncEnabled-boolean(name)Boolean.getBoolean(SYNC_ENABLED),x,x,x
Zookeeper,915,org.apache.zookeeper.server.quorum.QuorumPeer.run,1311,info,java.lang.String(name)LOOKING,x,x,x
Zookeeper,921,org.apache.zookeeper.server.quorum.QuorumPeer.run,1374,info,java.lang.String(name)OBSERVING,x,x,x
Zookeeper,923,org.apache.zookeeper.server.quorum.QuorumPeer.run,1393,info,java.lang.String(name)FOLLOWING,x,x,x
Zookeeper,925,org.apache.zookeeper.server.quorum.QuorumPeer.run,1405,info,java.lang.String(name)LEADING,x,x,x
Zookeeper,897,org.apache.zookeeper.server.quorum.QuorumPeer.run,726,warn,java.lang.String(name)Got more than just an xid! Len = {}-int(name)packet.getLength(),o,o,o
Zookeeper,919,org.apache.zookeeper.server.quorum.QuorumPeer.run,1350,warn,java.lang.String(name)Unexpected exception-java.lang.Exception(name)e,o,x,o
Zookeeper,920,org.apache.zookeeper.server.quorum.QuorumPeer.run,1367,warn,java.lang.String(name)Unexpected exception-java.lang.Exception(name)e,o,x,o
Zookeeper,922,org.apache.zookeeper.server.quorum.QuorumPeer.run,1378,warn,java.lang.String(name)Unexpected exception-java.lang.Exception(name)e,o,x,o
Zookeeper,924,org.apache.zookeeper.server.quorum.QuorumPeer.run,1397,warn,java.lang.String(name)Unexpected exception-java.lang.Exception(name)e,o,x,o
Zookeeper,926,org.apache.zookeeper.server.quorum.QuorumPeer.run,1411,warn,java.lang.String(name)Unexpected exception-java.lang.Exception(name)e,o,x,o
Zookeeper,944,org.apache.zookeeper.server.quorum.QuorumPeer.setLastSeenQuorumVerifier,1781,error,java.lang.String(name)Error writing next dynamic config file to disk-java.io.IOException(name)e,o,o,o
